year,make,model,body_style(s),trim(s),image_source(s)
1992,BMW,3 Series,"['Coupe', 'Convertible', 'Sedan']","{'Sedan': {'318i Sedan 4D': {'Horsepower': '138 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 5'}, '325i Sedan 4D': {'Horsepower': '189 @ 5900 rpm HP', 'Engine': '6-Cyl, 2.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}, 'Convertible': {'325i Convertible 2D': {'Horsepower': '168 @ 5800 rpm HP', 'Engine': '6-Cyl, 2.5 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}, '318i Convertible 2D': {'Horsepower': '134 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'318is Coupe 2D': {'Horsepower': '138 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 5'}, '325is Coupe 2D': {'Horsepower': '189 @ 5900 rpm HP', 'Engine': '6-Cyl, 2.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-3%20Series-FrontSide_BM318ISED921_505x339.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-3%20Series-FrontSide_BM318ICNV921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-3%20Series-RearSide_BM318IS933_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,BMW,5 Series,"['Sedan', 'Wagon']","{'Sedan': {'535i Sedan 4D': {'Horsepower': '208 @ 5700 rpm HP', 'Engine': '6-Cyl, 3.5 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 5'}, '525i Sedan 4D': {'Horsepower': '189 @ 5900 rpm HP', 'Engine': '6-Cyl, 2.5 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'525i Touring Wagon 4D': {'Horsepower': '189 @ 5900 rpm HP', 'Engine': '6-Cyl, 2.5 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-5%20Series-FrontSide_BM525ISED921_505x277.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-5%20Series-FrontSide_BM525IWAG921_505x325.jpg?interpolation=high-quality&downsize=391:*'}"
1992,BMW,7 Series,['Sedan'],"{'Sedan': {'750iL Sedan 4D': {'Horsepower': '296 @ 5200 rpm HP', 'Engine': 'V12, 5.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 5'}, '735iL Sedan 4D': {'Horsepower': '208 @ 5700 rpm HP', 'Engine': '6-Cyl, 3.5 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 5'}, '735i Sedan 4D': {'Horsepower': '208 @ 5700 rpm HP', 'Engine': '6-Cyl, 3.5 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-7%20Series-FrontSide_BM735I921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,BMW,8 Series,['Coupe'],"{'Coupe': {'850i Coupe 2D': {'Horsepower': '296 @ 5200 rpm HP', 'Engine': 'V12, 5.0 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 4'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-8%20Series-FrontSide_BM850921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,BMW,M5,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '310 @ 6900 rpm HP', 'Engine': '6-Cyl, 3.6 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-BMW-M5-FrontSide_BMM5921_505x275.jpg?interpolation=high-quality&downsize=391:*'}
1992,Buick,Century,"['Coupe', 'Sedan', 'Wagon']","{'Sedan': {'Limited Sedan 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}, 'Custom Sedan 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}, 'Special Sedan 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}}, 'Wagon': {'Custom Wagon 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 8'}, 'Limited Wagon 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 8'}}, 'Coupe': {'Custom Coupe 2D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Century-FrontSide_BUCENSEDCST911_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Century-FrontSide_BUCENLTDWAG921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Century-FrontSide_BUCENCSTCPE901_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Buick,LeSabre,['Sedan'],"{'Sedan': {'Limited Sedan 4D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}, 'Custom Sedan 4D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-LeSabre-FrontSide_BULESCST924_505x345.jpg?interpolation=high-quality&downsize=391:*'}
1992,Buick,Park Avenue,['Sedan'],"{'Sedan': {'Ultra Sedan 4D': {'Horsepower': '205 @ 4400 rpm HP', 'Engine': 'V6, Supercharged, 3.8L', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Park%20Avenue-FrontSide_BUPRK921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Buick,Regal,"['Coupe', 'Sedan']","{'Sedan': {'Gran Sport Sedan 4D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}, 'Limited Sedan 4D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}, 'Custom Sedan 4D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}, 'Coupe': {'Custom Coupe 2D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}, 'Limited Coupe 2D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}, 'Gran Sport Coupe 2D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Regal-FrontSide_BUREGCSTSED921_505x355.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Regal-FrontSide_BUREGCPECST911_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Buick,Riviera,['Coupe'],"{'Coupe': {'Coupe 2D': {'Horsepower': '170 @ 4800 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Riviera-FrontSide_BURIV921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Buick,Roadmaster,"['Sedan', 'Wagon']","{'Sedan': {'Limited Sedan 4D': {'Horsepower': '180 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '180 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}, 'Wagon': {'Estate Wagon 4D': {'Horsepower': '180 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 8'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Roadmaster-FrontSide_BURDMSED921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Roadmaster-FrontSide_BURDMWAG921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Buick,Skylark,"['Sedan', 'Coupe']","{'Sedan': {'Gran Sport Sedan 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}, 'Coupe': {'Gran Sport Coupe 2D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'Coupe 2D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Skylark-FrontSide_BUSKYSED921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Buick-Skylark-FrontSide_BUSKYCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Cadillac,Allante,['Convertible'],"{'Convertible': {'Convertible Coupe 2D': {'Horsepower': '200 @ 4400 rpm HP', 'Engine': 'V8, 4.5 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}}}",{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-Allante-FrontSide_CAALL921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Cadillac,Brougham,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '170 @ 4200 rpm HP', 'Engine': 'V8, 5.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-Brougham-Side_CABRO922_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Cadillac,DeVille,"['Sedan', 'Coupe']","{'Sedan': {'Touring Sedan 4D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}, 'Coupe': {'Coupe 2D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-DeVille-FrontSide_CADEVSED921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-DeVille-FrontSide_CADEVCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Cadillac,Eldorado,['Coupe'],"{'Coupe': {'Coupe 2D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Touring Coupe 2D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-Eldorado-FrontSide_CAELD921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Cadillac,Fleetwood,"['Sedan', 'Coupe']","{'Sedan': {'Sixty Special Sedan 4D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'Sedan 4D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}, 'Coupe': {'Coupe 2D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-Fleetwood-FrontSide_CAFLTSED60921_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-Fleetwood-FrontSide_CAFLTCPE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1992,Cadillac,Seville,['Sedan'],"{'Sedan': {'STS Touring Sedan 4D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '200 @ 4100 rpm HP', 'Engine': 'V8, 4.9 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Cadillac-Seville-FrontSide_CASEV921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,1500 Extended Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 6'}, 'Short Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-1500%20Extended%20Cab-FrontSide_CTPUE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,1500 Regular Cab,['Pickup'],"{'Pickup': {'454SS Short Bed': {'Horsepower': '255 @ 4000 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Combined Fuel Economy': '10 MPG', 'Seating': 'Seats 2'}, 'Long Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 3'}, 'Short Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-1500%20Regular%20Cab-FrontSide_CTPUR921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,2500 Extended Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '255 @ 4000 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Combined Fuel Economy': '10 MPG', 'Seating': 'Seats 6'}, 'Short Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '10 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-2500%20Extended%20Cab-FrontSide_CTPUE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,2500 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-2500%20Regular%20Cab-FrontSide_CTPUR923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,3500 Crew Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '230 @ 3600 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-3500%20Crew%20Cab-FrontSide_CTPUC921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,3500 Extended Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '255 @ 4000 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-3500%20Extended%20Cab-FrontSide_CTPUE921_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1992,Chevrolet,3500 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '190 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1992/1992-Chevrolet-3500%20Regular%20Cab-FrontSide_CTPUR923_505x375.jpg?interpolation=high-quality&downsize=391:*'}
